Type,Title,ID,jp,eng,Furigana,Image,Sound,Update
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-235,まるでモノマネ大会みたい,It was like a mimicking competition!,まるでモノマネ 大会[たいかい]みたい,"<img src=""Anime_-_HotarubinoMorie_1_0.35.00.100.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.34.59.230-0.35.00.970.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-236,毎年こうなの？,Is it like this every year?,毎年[まいとし]こうなの？,"<img src=""Anime_-_HotarubinoMorie_1_0.35.02.005.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.35.01.380-0.35.02.630.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-237,あぁ　そうだな　夏がくる度,"Yeah, every time summer comes around...",あぁ　そうだな　 夏[なつ]がくる 度[たび],"<img src=""Anime_-_HotarubinoMorie_1_0.35.05.030.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.35.03.010-0.35.07.050.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-238,(蛍)　俺　もう夏を待てないよ,"Hotaru, I can no longer wait for summer to come around.",( 蛍[ほたる])　 俺[おれ]　もう 夏[なつ]を 待[ま]てないよ,"<img src=""Anime_-_HotarubinoMorie_1_0.35.12.210.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.35.09.640-0.35.14.780.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-239,離れていると人込みを掻き分けてでも　(蛍)に会いに行きたくなるよ,"When I'm away from you, even though I can't be around crowds, I want to go see you.",離[はな]れていると 人込[ひとご]みを 掻き分[かきわ]けてでも　 ( 蛍[ほたる])に 会[あ]いに 行[い]きたくなるよ,"<img src=""Anime_-_HotarubinoMorie_1_0.35.19.105.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.35.16.300-0.35.21.910.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-240,その面　やるよ,That mask... Have it.,その 面[めん]　やるよ,"<img src=""Anime_-_HotarubinoMorie_1_0.35.48.155.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.35.46.780-0.35.49.530.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-241,待ってよ,Wait!,待[ま]ってよ,"<img src=""Anime_-_HotarubinoMorie_1_0.36.09.295.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.36.08.720-0.36.09.870.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-242,危ない,Watch out!,危[あぶ]ない,"<img src=""Anime_-_HotarubinoMorie_1_0.36.11.615.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.36.11.170-0.36.12.060.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-243,大丈夫,Are you okay?,大丈夫[だいじょうぶ],"<img src=""Anime_-_HotarubinoMorie_1_0.36.15.100.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.36.14.570-0.36.15.630.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-244,うん　ありがとう,Yeah. Thank you!,うん　ありがとう,"<img src=""Anime_-_HotarubinoMorie_1_0.36.16.760.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.36.15.860-0.36.17.660.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-245,気をつけてね,"Be careful, okay?",気[き]をつけてね,"<img src=""Anime_-_HotarubinoMorie_1_0.36.18.990.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.36.18.310-0.36.19.670.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-246,今の子　人間？,Was that boy a human?,今[いま]の 子[こ]　 人間[にんげん]？,"<img src=""Anime_-_HotarubinoMorie_1_0.36.34.060.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.36.33.360-0.36.34.760.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-247,来い　(蛍),"Come here, Hotaru!",来[こ]い　 ( 蛍[ほたる]),"<img src=""Anime_-_HotarubinoMorie_1_0.36.44.010.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.36.43.230-0.36.44.790.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-248,やっとお前に触れられる,I can finally touch you.,やっとお 前[まえ]に 触[ふ]れられる,"<img src=""Anime_-_HotarubinoMorie_1_0.36.46.205.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.36.45.340-0.36.47.070.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-249,好きだよ,I love you.,好[す]きだよ,"<img src=""Anime_-_HotarubinoMorie_1_0.37.28.590.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.37.28.140-0.37.29.040.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-250,うん　私もよ,"Yeah. I love you, too.",うん　 私[わたし]もよ,"<img src=""Anime_-_HotarubinoMorie_1_0.37.31.355.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.37.29.790-0.37.32.920.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-251,(蛍)　ありがとう,Hotaru. Thank you.,( 蛍[ほたる])　ありがとう,"<img src=""Anime_-_HotarubinoMorie_1_0.38.05.420.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.38.04.140-0.38.06.700.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-252,私たちはずっと(ギン)と一緒にいたかったけど,"We wanted to be with Gin forever, but...",私[わたし]たちはずっと(ギン)と 一緒[いっしょ]にいたかったけど,"<img src=""Anime_-_HotarubinoMorie_1_0.38.09.065.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.38.07.270-0.38.10.860.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-253,(ギン)はやっと　人に触れたいと思ったんだねえ,Gin wanted to touch a human.,(ギン)はやっと　 人[ひと]に 触[ふ]れたいと 思[おも]ったんだねえ,"<img src=""Anime_-_HotarubinoMorie_1_0.38.13.915.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.38.11.210-0.38.16.620.mp3],
Anime,Into the Forest of Fireflies,A-HotarubinoMorie-254,やっと　人に抱きしめてもらえたんだね,He finally got to be hugged by a human.,やっと　 人[ひと]に 抱[だ]きしめてもらえたんだね,"<img src=""Anime_-_HotarubinoMorie_1_0.38.18.750.jpg"">",[sound:Anime_-_HotarubinoMorie_1_0.38.16.870-0.38.20.630.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-001,お父さん　キャラメル。,"Dad, do you want a caramel?",お 父[とう]さん　キャラメル。,"<img src=""A-TonariNoTotoro_1_0.02.32.980.jpg"">",[sound:A-TonariNoTotoro_1_0.02.32.000-0.02.33.960.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-002,おっ　ありがとう　くたびれたかい？,Thanks. Aren't you tired?,おっ　ありがとう　くたびれたかい？,"<img src=""A-TonariNoTotoro_1_0.02.35.465.jpg"">",[sound:A-TonariNoTotoro_1_0.02.33.960-0.02.36.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-003,ううん。　もうじきだよ。,All right. We're almost there.,ううん。　もうじきだよ。,"<img src=""A-TonariNoTotoro_1_0.02.38.220.jpg"">",[sound:A-TonariNoTotoro_1_0.02.36.970-0.02.39.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-004,（メイ）　隠れて！,"Mei, hide!",（メイ）　 隠[かく]れて！,"<img src=""A-TonariNoTotoro_1_0.02.51.000.jpg"">",[sound:A-TonariNoTotoro_1_0.02.50.000-0.02.52.000.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-005,おまわりさんじゃなかった　オイ！,It wasn't a policeman.,おまわりさんじゃなかった　オイ！,"<img src=""A-TonariNoTotoro_1_0.02.59.485.jpg"">",[sound:A-TonariNoTotoro_1_0.02.57.490-0.03.01.480.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-006,お家の方は　どなたか　いらっしゃいませんか？,Hello. Are your parents around?,お 家[うち]の 方[ほう]は　どなたか　いらっしゃいませんか？,"<img src=""A-TonariNoTotoro_1_0.03.18.235.jpg"">",[sound:A-TonariNoTotoro_1_0.03.01.480-0.03.34.990.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-007,あっ　どうも。,Thanks.,あっ　どうも。,"<img src=""A-TonariNoTotoro_1_0.03.37.490.jpg"">",[sound:A-TonariNoTotoro_1_0.03.36.490-0.03.38.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-008,（草壁）です　引っ越して来ました！,I'm Kusakabe! We've just arrived!,（草壁）[くさかべ]です　 引っ越[ひっこ]して 来[き]ました！,"<img src=""A-TonariNoTotoro_1_0.03.42.250.jpg"">",[sound:A-TonariNoTotoro_1_0.03.39.980-0.03.44.520.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-009,よろしくお願いします。,A pleasure to meet you!,よろしくお 願[ねが]いします。,"<img src=""A-TonariNoTotoro_1_0.03.45.995.jpg"">",[sound:A-TonariNoTotoro_1_0.03.44.520-0.03.47.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-010,ご苦労さまです！,Welcome!,ご 苦労[くろう]さまです！,"<img src=""A-TonariNoTotoro_1_0.03.48.970.jpg"">",[sound:A-TonariNoTotoro_1_0.03.47.470-0.03.50.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-011,どうもありがとう。,Thank you.,どうもありがとう。,"<img src=""A-TonariNoTotoro_1_0.03.54.980.jpg"">",[sound:A-TonariNoTotoro_1_0.03.53.980-0.03.55.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-012,さあ　着いたよ。,Here we are!,さあ　 着[つ]いたよ。,"<img src=""A-TonariNoTotoro_1_0.04.18.220.jpg"">",[sound:A-TonariNoTotoro_1_0.04.17.470-0.04.18.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-013,うわ！　（メイ）　待って！,Wait!,うわ！　（メイ）　 待[ま]って！,"<img src=""A-TonariNoTotoro_1_0.04.20.470.jpg"">",[sound:A-TonariNoTotoro_1_0.04.18.970-0.04.21.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-014,（メイ）　橋があるよ。　橋？,"Mei, there's a bridge! A bridge?",（メイ）　 橋[はし]があるよ。　 橋[はし]？,"<img src=""A-TonariNoTotoro_1_0.04.26.010.jpg"">",[sound:A-TonariNoTotoro_1_0.04.24.510-0.04.27.510.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-015,魚！　ホラ　また光った。,Fish too! See that flash?,魚[さかな]！　ホラ　また 光[ひか]った。,"<img src=""A-TonariNoTotoro_1_0.04.33.730.jpg"">",[sound:A-TonariNoTotoro_1_0.04.32.470-0.04.34.990.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-016,どうだ　気に入ったかい？,"So, you like it here?",どうだ　 気に入[きにい]ったかい？,"<img src=""A-TonariNoTotoro_1_0.04.36.240.jpg"">",[sound:A-TonariNoTotoro_1_0.04.34.990-0.04.37.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-017,お父さん　すてきね！,"Dad, it's terrific!",お 父[とう]さん　すてきね！,"<img src=""A-TonariNoTotoro_1_0.04.40.735.jpg"">",[sound:A-TonariNoTotoro_1_0.04.39.490-0.04.41.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-018,木のトンネル！,"Look, a tunnel of trees!",木[き]のトンネル！,"<img src=""A-TonariNoTotoro_1_0.04.42.980.jpg"">",[sound:A-TonariNoTotoro_1_0.04.41.980-0.04.43.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-019,あ！　あの家？,Is that our house?,あ！　あの 家[うち]？,"<img src=""A-TonariNoTotoro_1_0.04.47.755.jpg"">",[sound:A-TonariNoTotoro_1_0.04.46.480-0.04.49.030.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-020,早く！,Come on!,早[はや]く！,"<img src=""A-TonariNoTotoro_1_0.04.59.735.jpg"">",[sound:A-TonariNoTotoro_1_0.04.52.470-0.05.07.000.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-021,うわ　ボロ！　ボロ！,It's a wreck! Wreck!,うわ　ボロ！　ボロ！,"<img src=""A-TonariNoTotoro_1_0.05.08.785.jpg"">",[sound:A-TonariNoTotoro_1_0.05.07.000-0.05.10.570.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-022,お化け屋敷みたい！　お化け？,Looks like a haunted house! Haunted?,お 化け屋敷[ばけやしき]みたい！　お 化[ば]け？,"<img src=""A-TonariNoTotoro_1_0.05.12.020.jpg"">",[sound:A-TonariNoTotoro_1_0.05.10.570-0.05.13.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-023,腐ってる。,And it's all rotten!,腐[くさ]ってる。,"<img src=""A-TonariNoTotoro_1_0.05.21.460.jpg"">",[sound:A-TonariNoTotoro_1_0.05.20.460-0.05.22.460.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-024,壊れる！　壊れる！,It's gonna fall down! Fall down!,壊[こわ]れる！　 壊[こわ]れる！,"<img src=""A-TonariNoTotoro_1_0.05.35.960.jpg"">",[sound:A-TonariNoTotoro_1_0.05.33.960-0.05.37.960.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-025,（メイ）　見てごらん。　うん？,"Look, Mei!",（メイ）　 見[み]てごらん。　うん？,"<img src=""A-TonariNoTotoro_1_0.05.48.720.jpg"">",[sound:A-TonariNoTotoro_1_0.05.47.470-0.05.49.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-026,ホラ！,See?,ホラ！,"<img src=""A-TonariNoTotoro_1_0.05.52.300.jpg"">",[sound:A-TonariNoTotoro_1_0.05.51.550-0.05.53.050.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-027,大きいね。,It's huge.,大[おお]きいね。,"<img src=""A-TonariNoTotoro_1_0.06.03.220.jpg"">",[sound:A-TonariNoTotoro_1_0.06.01.470-0.06.04.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-028,お父さん　すごい木！,"Dad, there's a huge tree!",お 父[とう]さん　すごい 木[き]！,"<img src=""A-TonariNoTotoro_1_0.06.10.480.jpg"">",[sound:A-TonariNoTotoro_1_0.06.08.980-0.06.11.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-029,ああ　クスの木だよ。,It's a camphor tree.,ああ　クスの 木[き]だよ。,"<img src=""A-TonariNoTotoro_1_0.06.13.230.jpg"">",[sound:A-TonariNoTotoro_1_0.06.11.980-0.06.14.480.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-030,クスの木！　クスの木！,Camphor tree...,クスの 木[き]！　クスの 木[き]！,"<img src=""A-TonariNoTotoro_1_0.06.17.790.jpg"">",[sound:A-TonariNoTotoro_1_0.06.16.540-0.06.19.040.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-031,おっと！,Oops!,おっと！,"<img src=""A-TonariNoTotoro_1_0.06.28.250.jpg"">",[sound:A-TonariNoTotoro_1_0.06.27.500-0.06.29.000.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-032,ドングリ。,An acorn!,ドングリ。,"<img src=""A-TonariNoTotoro_1_0.06.31.720.jpg"">",[sound:A-TonariNoTotoro_1_0.06.30.970-0.06.32.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-033,うわ　見せて！,Show me.,うわ　 見[み]せて！,"<img src=""A-TonariNoTotoro_1_0.06.35.490.jpg"">",[sound:A-TonariNoTotoro_1_0.06.33.970-0.06.37.010.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-034,あっ　また！,Another one!,あっ　また！,"<img src=""A-TonariNoTotoro_1_0.06.38.010.jpg"">",[sound:A-TonariNoTotoro_1_0.06.37.010-0.06.39.010.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-035,あった！,One for me!,あった！,"<img src=""A-TonariNoTotoro_1_0.06.45.470.jpg"">",[sound:A-TonariNoTotoro_1_0.06.44.460-0.06.46.480.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-036,コラ　コラ…　雨戸が開けられないじゃないか。,Out of the way. I can't open the screens.,コラ　コラ…　 雨戸[あまど]が 開[あ]けられないじゃないか。,"<img src=""A-TonariNoTotoro_1_0.06.53.985.jpg"">",[sound:A-TonariNoTotoro_1_0.06.52.490-0.06.55.480.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-037,ドングリ！　部屋の中にドングリが落ちてるの。,Acorns! There are acorns in the house.,ドングリ！　 部屋[へや]の 中[なか]にドングリが 落[お]ちてるの。,"<img src=""A-TonariNoTotoro_1_0.06.57.240.jpg"">",[sound:A-TonariNoTotoro_1_0.06.55.480-0.06.59.000.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-038,上から落ちて来たよ。,They dropped from up there!,上[うえ]から 落[お]ちて 来[き]たよ。,"<img src=""A-TonariNoTotoro_1_0.07.00.275.jpg"">",[sound:A-TonariNoTotoro_1_0.06.59.000-0.07.01.550.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-039,リス…でも　いるのかな？,Maybe there are squirrels in here.,リス…でも　いるのかな？,"<img src=""A-TonariNoTotoro_1_0.07.06.730.jpg"">",[sound:A-TonariNoTotoro_1_0.07.04.990-0.07.08.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-040,リス!?　リス!?,"Squirrels, really?",リス!?　リス!?,"<img src=""A-TonariNoTotoro_1_0.07.09.220.jpg"">",[sound:A-TonariNoTotoro_1_0.07.08.470-0.07.09.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-041,それとも　ドングリ好きの　ネズミかな？,Or rats that like acorns.,それとも　ドングリ 好[す]きの　ネズミかな？,"<img src=""A-TonariNoTotoro_1_0.07.12.235.jpg"">",[sound:A-TonariNoTotoro_1_0.07.10.990-0.07.13.480.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-042,えぇ！　（メイ）　リスがいい！,I'd rather have squirrels!,えぇ！　（メイ）　リスがいい！,"<img src=""A-TonariNoTotoro_1_0.07.14.730.jpg"">",[sound:A-TonariNoTotoro_1_0.07.13.480-0.07.15.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-043,これ　どこへ運びます？,Where shall I put this?,これ　どこへ 運[はこ]びます？,"<img src=""A-TonariNoTotoro_1_0.07.17.240.jpg"">",[sound:A-TonariNoTotoro_1_0.07.15.980-0.07.18.500.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-044,ああ　ここへ　今　開けます。　（サツキ）　裏の勝手口を開けて。　はい。,"Here, I'll get the door for you. Satsuki, open up the kitchen.",ああ　ここへ　 今[いま]　 開[あ]けます。　（サツキ）　 裏[うら]の 勝手口[かってぐち]を 開[あ]けて。　はい。,"<img src=""A-TonariNoTotoro_1_0.07.21.245.jpg"">",[sound:A-TonariNoTotoro_1_0.07.18.500-0.07.23.990.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-045,行けば　すぐ分かるよ。　うん。,It's just round the back.,行[い]けば　すぐ 分[わ]かるよ。　うん。,"<img src=""A-TonariNoTotoro_1_0.07.25.240.jpg"">",[sound:A-TonariNoTotoro_1_0.07.23.990-0.07.26.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-046,ホラ　おいで。,"Mei, come on!",ホラ　おいで。,"<img src=""A-TonariNoTotoro_1_0.07.28.490.jpg"">",[sound:A-TonariNoTotoro_1_0.07.27.490-0.07.29.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-047,待って。,Wait for me!,待[ま]って。,"<img src=""A-TonariNoTotoro_1_0.07.31.490.jpg"">",[sound:A-TonariNoTotoro_1_0.07.30.490-0.07.32.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-048,ホラ　早く！,Hurry!,ホラ　 早[はや]く！,"<img src=""A-TonariNoTotoro_1_0.07.34.500.jpg"">",[sound:A-TonariNoTotoro_1_0.07.33.500-0.07.35.500.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-049,行くよ。　うん。,Ready?,行[い]くよ。　うん。,"<img src=""A-TonariNoTotoro_1_0.08.14.490.jpg"">",[sound:A-TonariNoTotoro_1_0.08.13.490-0.08.15.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-050,お風呂。　うん。,Bathtubs.,お 風呂[ふろ]。　うん。,"<img src=""A-TonariNoTotoro_1_0.08.27.980.jpg"">",[sound:A-TonariNoTotoro_1_0.08.26.980-0.08.28.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-051,いないね。　うん。,There's nothing here.,いないね。　うん。,"<img src=""A-TonariNoTotoro_1_0.08.35.220.jpg"">",[sound:A-TonariNoTotoro_1_0.08.33.970-0.08.36.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-052,そこは　お風呂だよ。,That's the bathroom.,そこは　お 風呂[ふろ]だよ。,"<img src=""A-TonariNoTotoro_1_0.08.38.235.jpg"">",[sound:A-TonariNoTotoro_1_0.08.37.490-0.08.38.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-053,お父さん　ここに何かいるよ。　リスかい？,"Dad, there's something in here. A squirrel?",お 父[とう]さん　ここに 何[なに]かいるよ。　リスかい？,"<img src=""A-TonariNoTotoro_1_0.08.40.480.jpg"">",[sound:A-TonariNoTotoro_1_0.08.38.980-0.08.41.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-054,分かんない　ゴキブリでもない　ネズミでもない　黒いのが　いっぱい　いたの。　フン。,Dunno. A bunch of black things but not roaches or mice. Really?,分[わ]かんない　ゴキブリでもない　ネズミでもない　 黒[くろ]いのが　いっぱい　いたの。　フン。,"<img src=""A-TonariNoTotoro_1_0.08.45.235.jpg"">",[sound:A-TonariNoTotoro_1_0.08.41.980-0.08.48.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-055,どう？,Can you see 'em?,どう？,"<img src=""A-TonariNoTotoro_1_0.09.00.230.jpg"">",[sound:A-TonariNoTotoro_1_0.08.59.480-0.09.00.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-056,こりゃあ　真っ黒クロスケだな。,I think they were... dustbunnies.,こりゃあ　 真っ黒[まっくろ]クロスケだな。,"<img src=""A-TonariNoTotoro_1_0.09.03.730.jpg"">",[sound:A-TonariNoTotoro_1_0.09.02.490-0.09.04.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-057,真っ黒クロスケ!?　絵本に出てた？,Dustbunnies'? Like in my picture book?,真っ黒[まっくろ]クロスケ!?　 絵本[えほん]に 出[で]てた？,"<img src=""A-TonariNoTotoro_1_0.09.06.230.jpg"">",[sound:A-TonariNoTotoro_1_0.09.04.970-0.09.07.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-058,そうさ　こんな　いいお天気に　お化けなんか出るわけないよ。,That's right. Ghosts don't come out on days like this.,そうさ　こんな　いいお 天気[てんき]に　お 化[ば]けなんか 出[で]るわけないよ。,"<img src=""A-TonariNoTotoro_1_0.09.09.490.jpg"">",[sound:A-TonariNoTotoro_1_0.09.07.490-0.09.11.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-059,明るい所から　急に暗い所に入ると　目がくらんで　真っ黒クロスケが出るのさ。,"When you walk into a dark room from outside, your eyes dim and so the dustbunnies come out.",明[あか]るい 所[ところ]から　 急[きゅう]に 暗[くら]い 所[ところ]に 入[はい]ると　 目[め]がくらんで　 真っ黒[まっくろ]クロスケが 出[で]るのさ。,"<img src=""A-TonariNoTotoro_1_0.09.19.000.jpg"">",[sound:A-TonariNoTotoro_1_0.09.16.030-0.09.21.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-060,そうか！,"Oh, I see.",そうか！,"<img src=""A-TonariNoTotoro_1_0.09.22.720.jpg"">",[sound:A-TonariNoTotoro_1_0.09.21.970-0.09.23.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-061,真っ黒クロスケ　出ておいで　出ないと目玉をホジくるぞ,"Come here, dustbunnies. Come out, come out, wherever you are!",真っ黒[まっくろ]クロスケ　 出[で]ておいで　 出[で]ないと 目玉[めだま]をホジくるぞ,"<img src=""A-TonariNoTotoro_1_0.09.27.225.jpg"">",[sound:A-TonariNoTotoro_1_0.09.23.470-0.09.30.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-062,さあ　仕事　仕事！　２階の階段は　いったい　どこにあるでしょうか？,Let's get to work! See if you can find how to get upstairs.,さあ　 仕事[しごと]　 仕事[しごと]！　２ 階[かい]の 階段[かいだん]は　いったい　どこにあるでしょうか？,"<img src=""A-TonariNoTotoro_1_0.09.38.255.jpg"">",[sound:A-TonariNoTotoro_1_0.09.35.540-0.09.40.970.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-063,えっ？　階段を見つけて　２階の窓を開けましょう。,Get up there and open all the windows.,えっ？　 階段[かいだん]を 見[み]つけて　２ 階[かい]の 窓[まど]を 開[あ]けましょう。,"<img src=""A-TonariNoTotoro_1_0.09.43.215.jpg"">",[sound:A-TonariNoTotoro_1_0.09.40.970-0.09.45.460.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-064,はい。　あっ　（メイ）も！,"Sure! I'm coming, too!",はい。　あっ　（メイ）も！,"<img src=""A-TonariNoTotoro_1_0.09.46.710.jpg"">",[sound:A-TonariNoTotoro_1_0.09.45.460-0.09.47.960.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-065,お便所！,Toilet!,お 便所[べんじょ]！,"<img src=""A-TonariNoTotoro_1_0.09.57.510.jpg"">",[sound:A-TonariNoTotoro_1_0.09.56.510-0.09.58.510.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-066,あれ？,Not here!,あれ？,"<img src=""A-TonariNoTotoro_1_0.10.01.230.jpg"">",[sound:A-TonariNoTotoro_1_0.10.00.480-0.10.01.980.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-067,ない！,Nothing here!,ない！,"<img src=""A-TonariNoTotoro_1_0.10.19.780.jpg"">",[sound:A-TonariNoTotoro_1_0.10.19.080-0.10.20.480.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-068,ない！　えい！　痛い。,Nothing!,ない！　えい！　 痛[いた]い。,"<img src=""A-TonariNoTotoro_1_0.10.22.480.jpg"">",[sound:A-TonariNoTotoro_1_0.10.20.480-0.10.24.480.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-069,あっ！　（メイ）　あったよ！,"Mei, it's here!",あっ！　（メイ）　あったよ！,"<img src=""A-TonariNoTotoro_1_0.10.32.990.jpg"">",[sound:A-TonariNoTotoro_1_0.10.31.490-0.10.34.490.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-070,真っ暗だね。　真っ黒クロスケ…。,It's pitch black! Dustbunnies...,真っ暗[まっくら]だね。　 真っ黒[まっくろ]クロスケ…。,"<img src=""A-TonariNoTotoro_1_0.10.42.720.jpg"">",[sound:A-TonariNoTotoro_1_0.10.40.970-0.10.44.470.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-071,ドングリ。,Another acorn.,ドングリ。,"<img src=""A-TonariNoTotoro_1_0.10.53.250.jpg"">",[sound:A-TonariNoTotoro_1_0.10.52.500-0.10.54.000.mp3],
Anime,My neighbor Totoro,A-TonarinoTotoro-072,真っ黒クロスケ出ておいで,"Come out, dustbunnies!",真っ黒[まっくろ]クロスケ 出[で]ておいで,"<img src=""A-TonariNoTotoro_1_0.11.02.470.jpg"">",[sound:A-TonariNoTotoro_1_0.11.00.470-0.11.04.470.mp3],
